CNES - Recursos Humanos - Ocupações - segundo CBO 2002 - Brasil
Total por Município e Ano/mês compet.
Profissionais selecionados: .. Clínico Geral
Período:Dez/2007, Dez/2008, Dez/2009, Dez/2010, Dez/2011, Dez/2012, Dez/2013, Dez/2014, Nov/2015, Dez/2016, Dez/2017, Dez/2018, Dez/2019, Dez/2020
"Município";"2007/Dez";"2008/Dez";"2009/Dez";"2010/Dez";"2011/Dez";"2012/Dez";"2013/Dez";"2014/Dez";"2015/Nov";"2016/Dez";"2017/Dez";"2018/Dez";"2019/Dez";"2020/Dez"
"315510 Rio do Prado";2;3;3;2;3;2;2;1;1;1;1;1;2;2
"315500 Rio Doce";1;1;1;1;1;1;1;1;1;1;1;2;2;2
"315520 Rio Espera";3;4;3;4;4;3;4;5;3;2;2;2;2;4
"315530 Rio Manso";3;2;1;-;-;-;-;1;-;-;3;2;3;5
"315540 Rio Novo";8;6;9;9;8;7;5;5;2;2;2;1;1;7
"315550 Rio Paranaíba";6;6;5;5;4;4;8;8;8;8;5;5;5;8
"315560 Rio Pardo de Minas";6;10;11;12;12;10;10;13;11;11;10;10;10;15
"315570 Rio Piracicaba";11;11;12;12;9;6;5;5;6;6;5;6;7;12
"315580 Rio Pomba";15;13;15;17;15;15;20;19;19;21;14;22;23;27
"315590 Rio Preto";6;6;7;7;5;5;4;4;4;7;4;5;5;6
"315600 Rio Vermelho";4;5;6;4;5;6;9;5;7;9;8;5;6;6
"315610 Ritápolis";1;2;3;3;6;4;4;3;3;4;4;4;3;3
"315620 Rochedo de Minas";2;2;2;2;2;2;3;2;2;2;1;1;1;1
"315630 Rodeiro";1;2;2;2;2;1;1;2;1;-;-;-;-;-
"315640 Romaria";11;9;8;2;2;2;1;7;6;5;4;4;4;5
"315645 Rosário da Limeira";1;1;1;1;1;1;-;-;-;1;1;2;2;2
"315650 Rubelita";4;2;1;1;1;-;-;1;1;2;-;2;2;6
"315660 Rubim";5;5;5;5;2;2;2;3;3;3;3;2;5;6
"315670 Sabará";54;51;42;61;70;76;78;85;80;121;119;104;107;122
"315680 Sabinópolis";5;7;10;9;8;8;8;8;8;9;9;9;9;9
"315690 Sacramento";20;21;31;28;26;24;21;23;32;36;40;34;38;46
"315700 Salinas";18;14;19;22;17;18;26;20;25;32;32;34;34;36
"315710 Salto da Divisa";3;3;3;3;3;2;3;3;4;4;2;2;4;4
"315720 Santa Bárbara";11;18;18;16;19;20;17;17;17;18;32;36;32;58
"315725 Santa Bárbara do Leste";-;-;1;1;1;1;1;1;1;-;-;-;-;-
"315727 Santa Bárbara do Monte Verde";2;5;4;3;3;3;2;3;4;3;3;3;3;2
"315730 Santa Bárbara do Tugúrio";1;-;1;2;1;1;1;2;2;2;2;2;1;1
"315733 Santa Cruz de Minas";1;1;1;1;1;1;2;3;3;3;3;3;3;3
"315737 Santa Cruz de Salinas";-;1;1;1;1;1;1;-;-;-;1;1;1;2
"315740 Santa Cruz do Escalvado";3;3;1;2;2;2;2;2;2;1;1;1;1;1
"315750 Santa Efigênia de Minas";1;1;1;1;1;-;1;1;1;1;1;1;1;1
"315760 Santa Fé de Minas";1;1;1;2;1;1;1;1;1;1;1;1;1;1
"315765 Santa Helena de Minas";1;1;1;1;1;1;1;1;2;2;1;2;1;2
"315770 Santa Juliana";7;5;7;7;7;7;8;9;10;11;15;14;14;17
"315780 Santa Luzia";72;88;171;207;183;193;128;94;102;123;96;127;131;227
"315790 Santa Margarida";16;13;13;10;10;10;8;9;11;5;10;9;8;9
"315800 Santa Maria de Itabira";6;6;6;7;6;6;5;6;7;7;4;4;5;6
"315810 Santa Maria do Salto";2;3;2;2;2;2;-;2;2;3;3;3;3;7
"315820 Santa Maria do Suaçuí";18;17;18;14;16;16;18;17;16;13;12;9;11;10
"315920 Santa Rita de Caldas";6;7;5;6;6;6;3;3;3;4;4;4;3;3
"315940 Santa Rita de Ibitipoca";1;1;2;2;3;1;3;2;2;3;2;3;4;6
"315930 Santa Rita de Jacutinga";6;5;6;7;8;8;9;7;9;7;5;6;8;11
"315935 Santa Rita de Minas";-;-;1;2;2;2;1;1;3;3;5;4;3;4
"315950 Santa Rita do Itueto";6;6;6;1;-;-;-;-;1;1;2;2;1;-
"315960 Santa Rita do Sapucaí";41;46;52;52;44;45;59;62;52;57;70;41;53;57
"315970 Santa Rosa da Serra";1;1;1;2;2;3;3;2;3;3;3;3;3;3
"315980 Santa Vitória";16;17;16;14;13;13;16;15;15;15;13;12;14;24
"315830 Santana da Vargem";5;6;8;8;4;3;3;3;2;2;6;6;5;4
"315840 Santana de Cataguases";1;1;1;1;1;1;1;1;-;-;-;-;-;-
"315850 Santana de Pirapama";1;1;1;-;1;1;1;1;1;-;-;1;1;1
"315860 Santana do Deserto";7;3;4;3;1;2;5;6;4;4;3;4;4;4
"315870 Santana do Garambéu";1;1;1;2;1;-;3;1;3;4;2;2;2;3
"315880 Santana do Jacaré";1;1;1;1;1;1;1;1;1;1;2;3;3;3
"315890 Santana do Manhuaçu";2;-;-;-;-;1;1;1;2;1;4;4;1;2
"315895 Santana do Paraíso";5;7;6;7;7;6;7;5;4;5;7;4;3;4
"315900 Santana do Riacho";-;-;-;-;-;-;-;-;-;-;-;-;1;2
"315910 Santana dos Montes";2;2;2;2;2;2;2;4;4;3;4;4;3;3
"315990 Santo Antônio do Amparo";10;19;24;25;21;22;25;23;31;25;31;33;31;27
"316000 Santo Antônio do Aventureiro";3;3;3;3;3;2;2;1;1;1;1;1;1;3
"316010 Santo Antônio do Grama";1;1;1;1;1;1;1;1;1;1;1;1;-;4
"316020 Santo Antônio do Itambé";-;-;-;-;-;1;-;1;-;-;-;-;-;-
"316030 Santo Antônio do Jacinto";-;1;-;-;1;1;2;1;1;1;1;1;1;1
"316040 Santo Antônio do Monte";20;18;21;22;13;16;17;25;25;46;62;51;50;54
"316045 Santo Antônio do Retiro";-;-;-;-;1;2;2;2;2;2;2;2;2;1
"316050 Santo Antônio do Rio Abaixo";1;1;-;-;-;-;-;1;1;1;1;-;-;-
"316060 Santo Hipólito";1;2;2;1;1;1;-;-;-;-;-;-;-;-
"316070 Santos Dumont";42;44;56;48;44;49;49;58;62;60;53;53;68;61
"316080 São Bento Abade";1;2;1;1;1;1;1;1;1;1;1;1;1;2
"316090 São Brás do Suaçuí";2;2;4;1;4;6;8;7;9;7;4;4;4;4
"316095 São Domingos das Dores";1;1;1;1;1;1;1;1;1;1;3;1;1;2
"316100 São Domingos do Prata";15;15;15;12;14;16;15;22;19;17;18;19;21;21
"316105 São Félix de Minas";3;3;3;2;1;1;1;2;2;1;1;1;1;1
"316110 São Francisco";10;14;16;15;16;14;19;17;21;23;17;19;21;23
"316120 São Francisco de Paula";-;1;1;1;1;1;1;2;2;2;1;1;1;4
"316130 São Francisco de Sales";2;3;4;4;3;3;5;5;5;5;16;13;16;23
"316140 São Francisco do Glória";2;2;2;2;2;2;2;1;1;1;2;1;1;3
"316150 São Geraldo";4;5;1;2;2;2;2;2;3;1;1;1;1;2
"316160 São Geraldo da Piedade";1;1;3;1;-;-;1;2;2;1;1;1;2;1
"316165 São Geraldo do Baixio";-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316170 São Gonçalo do Abaeté";1;4;-;2;4;6;2;2;3;3;4;3;4;4
"316180 São Gonçalo do Pará";6;6;6;8;5;2;2;4;3;6;7;12;8;7
"316190 São Gonçalo do Rio Abaixo";13;20;19;21;21;22;19;18;14;14;14;14;15;16
"312550 São Gonçalo do Rio Preto";2;2;2;1;1;1;1;1;1;3;1;1;1;1
"316200 São Gonçalo do Sapucaí";20;25;31;33;30;31;30;33;35;35;26;26;24;30
"316210 São Gotardo";15;19;16;15;16;15;21;17;19;14;20;15;21;31
"316220 São João Batista do Glória";13;11;13;14;17;16;10;11;14;15;13;13;15;20
"316225 São João da Lagoa";2;1;1;2;2;2;2;2;2;2;1;-;1;-
"316230 São João da Mata";1;1;1;1;1;1;2;2;2;2;2;2;3;3
"316240 São João da Ponte";11;10;12;13;12;13;12;11;10;7;10;8;10;10
"316245 São João das Missões";2;1;1;1;1;1;1;1;1;1;1;2;2;2
"316250 São João del Rei";67;162;173;180;205;212;227;249;261;282;296;316;322;339
"316255 São João do Manhuaçu";3;3;2;1;1;1;1;2;2;2;4;4;4;6
"316257 São João do Manteninha";4;4;4;-;1;1;-;-;-;-;-;-;5;4
"316260 São João do Oriente";2;3;1;2;2;2;3;2;1;1;1;1;1;1
"316265 São João do Pacuí";-;-;-;-;-;-;-;1;-;1;1;1;2;1
"316270 São João do Paraíso";5;7;6;4;6;6;8;5;2;5;9;8;5;5
"316280 São João Evangelista";15;15;12;8;8;8;9;11;6;7;6;11;13;13
"316290 São João Nepomuceno";39;26;25;24;24;25;25;30;31;32;32;30;28;36
"316292 São Joaquim de Bicas";16;15;18;22;16;17;17;16;16;15;35;33;31;30
"316294 São José da Barra";14;23;19;19;15;16;16;15;8;8;6;7;19;14
"316295 São José da Lapa";32;29;41;36;22;23;15;20;16;17;37;30;28;29
"316300 São José da Safira";1;1;-;-;-;-;1;-;-;-;-;-;-;-
"316310 São José da Varginha";4;4;4;4;2;2;2;2;2;2;2;3;1;5
"316320 São José do Alegre";3;3;3;3;3;3;3;3;3;3;3;3;3;7
"316330 São José do Divino";2;1;1;2;2;1;2;2;2;3;1;1;1;2
"316340 São José do Goiabal";3;3;2;2;3;4;4;3;1;1;4;2;2;2
"316350 São José do Jacuri";-;-;-;-;-;-;-;-;1;2;2;2;3;6
"316360 São José do Mantimento";2;2;2;3;2;3;2;2;1;1;1;1;1;1
"316370 São Lourenço";48;71;85;89;86;123;128;138;147;150;162;142;153;173
"316380 São Miguel do Anta";3;3;4;3;2;2;2;2;1;1;1;1;1;3
"316390 São Pedro da União";6;5;6;8;7;7;4;5;4;4;4;6;7;7
"316410 São Pedro do Suaçuí";2;1;1;4;2;2;2;2;1;1;1;1;1;1
"316400 São Pedro dos Ferros";12;11;9;12;10;2;2;3;3;3;3;3;2;2
"316420 São Romão";3;4;11;10;4;4;5;5;6;5;5;5;4;4
"316430 São Roque de Minas";6;3;1;4;4;5;5;5;2;3;2;3;3;3
"316440 São Sebastião da Bela Vista";2;2;4;4;2;2;2;2;1;1;1;-;1;1
"316443 São Sebastião da Vargem Alegre";1;1;1;2;1;1;1;1;1;1;1;1;1;2
"316447 São Sebastião do Anta";1;1;1;-;-;-;-;1;1;1;1;2;2;2
"316450 São Sebastião do Maranhão";1;1;1;1;1;3;3;3;3;2;1;1;-;-
"316460 São Sebastião do Oeste";7;8;6;8;9;5;3;6;6;5;6;7;8;4
"316470 São Sebastião do Paraíso";95;113;128;124;150;156;184;212;225;222;276;211;187;188
"316480 São Sebastião do Rio Preto";-;-;1;1;1;1;1;1;1;1;-;-;-;-
"316490 São Sebastião do Rio Verde";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"316520 São Thomé das Letras";4;2;3;3;3;3;4;4;4;3;3;3;3;3
"316500 São Tiago";3;3;3;3;3;2;5;4;4;4;4;2;2;3
"316510 São Tomás de Aquino";9;9;17;10;10;12;12;8;9;9;7;11;14;15
"316530 São Vicente de Minas";5;6;9;6;5;5;6;7;7;8;7;7;8;7
"316540 Sapucaí-Mirim";2;3;3;3;3;3;3;3;3;5;4;3;3;3
"316550 Sardoá";1;2;1;2;2;1;1;-;-;-;-;-;-;-
"316553 Sarzedo";7;12;19;21;23;22;23;22;24;40;44;37;41;42
"316556 Sem-Peixe";-;-;-;-;1;1;1;2;2;2;2;2;1;1
"316557 Senador Amaral";2;2;2;2;2;3;3;3;2;2;3;3;1;2
"316560 Senador Cortes";2;2;4;5;5;5;4;5;5;4;3;2;3;1
"316570 Senador Firmino";5;6;6;7;8;7;7;6;4;9;12;8;14;14
"316580 Senador José Bento";2;2;2;2;1;1;1;1;1;1;1;1;1;2
"316590 Senador Modestino Gonçalves";2;2;-;-;-;-;1;2;2;2;3;3;3;3
"316600 Senhora de Oliveira";1;1;1;1;4;4;2;3;2;2;2;5;4;2
"316610 Senhora do Porto";1;1;1;1;1;1;2;1;1;1;1;-;-;-
"316620 Senhora dos Remédios";3;3;-;1;2;1;2;2;2;2;6;6;2;7
"316630 Sericita";2;2;2;3;-;-;1;1;2;2;2;1;1;1
"316640 Seritinga";1;3;1;2;2;2;1;1;1;1;3;2;1;1
"316650 Serra Azul de Minas";1;1;-;-;-;-;-;-;-;-;-;-;-;-
"316660 Serra da Saudade";1;1;1;1;1;1;1;1;1;1;1;1;-;-
"316680 Serra do Salitre";6;6;7;10;9;9;8;10;12;7;11;17;19;29
"316670 Serra dos Aimorés";4;3;1;1;1;1;1;1;1;1;1;1;1;3
"316690 Serrania";9;13;6;6;7;7;7;8;5;4;4;6;4;3
"316695 Serranópolis de Minas";-;-;1;2;2;2;2;1;1;-;-;-;-;-
"316700 Serranos";2;4;4;2;1;1;1;1;1;1;2;2;1;1
"316710 Serro";10;11;17;18;16;19;20;21;18;17;17;17;20;22
"316720 Sete Lagoas";157;147;193;214;183;179;221;239;285;271;320;346;431;552
"316555 Setubinha";1;1;2;3;-;-;-;-;-;-;-;-;-;3
"316730 Silveirânia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"316740 Silvianópolis";7;5;5;4;6;6;7;6;6;4;3;4;3;2
"316750 Simão Pereira";7;5;2;5;3;2;4;4;3;3;4;4;6;8
"316760 Simonésia";4;5;4;6;6;5;8;4;5;6;7;7;7;6
"316770 Sobrália";3;3;3;2;2;5;3;4;4;5;3;2;1;4
"316780 Soledade de Minas";3;1;1;1;1;2;3;3;3;3;3;3;3;3
"316790 Tabuleiro";1;1;1;1;2;2;2;3;3;3;2;1;2;4
"316800 Taiobeiras";16;16;16;16;20;22;25;35;37;42;46;36;39;43
"316805 Taparuba";2;3;2;3;2;2;2;2;3;3;2;3;3;3
"316810 Tapira";2;5;1;1;2;2;2;3;3;4;5;5;6;3
"316820 Tapiraí";3;3;1;2;2;1;3;3;2;2;2;2;3;3
"316830 Taquaraçu de Minas";3;2;2;2;2;1;1;3;4;6;3;4;5;5
"316840 Tarumirim";9;8;7;8;8;7;8;9;9;9;14;14;16;20
"316850 Teixeiras";8;10;14;5;3;5;5;5;4;4;8;6;6;8
"316860 Teófilo Otoni";118;224;272;262;298;398;406;416;409;389;398;425;326;381
"316870 Timóteo";102;107;126;112;115;145;133;140;146;144;139;138;133;191
"316880 Tiradentes";3;3;4;3;1;2;2;2;-;1;5;2;2;4
"316890 Tiros";3;4;9;8;7;6;4;8;4;5;4;4;6;8
"316900 Tocantins";2;3;2;3;2;2;3;3;1;1;1;1;-;-
"316905 Tocos do Moji";4;7;7;7;4;5;6;4;5;5;5;4;5;4
"316910 Toledo";2;2;5;4;4;4;4;3;3;3;2;1;1;4
"316920 Tombos";9;11;13;11;12;12;11;11;9;10;8;7;17;17
"316930 Três Corações";75;80;79;71;70;67;69;71;65;65;67;70;107;97
"316935 Três Marias";16;12;14;15;17;17;18;22;20;26;33;31;31;32
"316940 Três Pontas";71;77;79;84;82;87;72;66;62;70;80;81;80;83
"316950 Tumiritinga";5;3;4;4;2;2;1;2;1;1;1;-;2;3
"316960 Tupaciguara";13;8;25;22;22;11;9;9;9;11;12;12;12;21
"316970 Turmalina";5;5;13;12;10;14;18;17;17;20;20;20;21;27
"316980 Turvolândia";2;2;2;1;2;2;1;1;1;2;2;1;1;1
"316990 Ubá";129;331;343;328;326;337;301;328;329;345;327;301;279;287
"317000 Ubaí";-;1;1;1;1;1;1;1;1;1;1;1;2;3
"317005 Ubaporanga";4;4;3;1;1;1;1;-;-;3;4;3;4;6
"317010 Uberaba";464;429;379;412;388;406;384;380;536;658;510;567;599;773
"317020 Uberlândia";712;922;885;792;644;693;730;707;785;764;801;835;1210;1347
"317030 Umburatiba";1;1;1;2;2;2;2;2;2;2;2;2;2;2
"317040 Unaí";42;51;56;59;48;50;47;57;57;59;58;59;56;60
"317043 União de Minas";4;8;7;10;8;8;10;7;6;5;9;7;8;8
"317047 Uruana de Minas";1;1;1;2;2;2;2;1;1;1;2;4;4;5
"317050 Urucânia";2;2;3;1;1;2;3;3;1;2;2;2;2;2
"317052 Urucuia";5;5;1;2;2;2;3;4;3;4;3;6;5;10
"317057 Vargem Alegre";1;1;-;1;1;1;1;-;-;-;2;1;1;1
"317060 Vargem Bonita";2;1;2;2;2;2;2;2;2;2;2;1;-;-
"317065 Vargem Grande do Rio Pardo";2;2;2;3;3;3;2;1;2;2;3;4;3;5
"317070 Varginha";104;330;362;374;332;341;347;348;364;380;391;413;455;421
"317075 Varjão de Minas";2;2;2;2;5;4;3;4;4;6;7;8;6;4
"317080 Várzea da Palma";21;26;23;21;19;20;19;17;19;20;16;16;16;19
"317090 Varzelândia";4;3;3;4;3;4;4;4;4;4;4;4;4;5
"317100 Vazante";12;14;9;9;8;8;20;22;15;16;25;29;27;28
"317103 Verdelândia";-;-;-;1;1;1;1;-;-;1;1;2;2;3
"317107 Veredinha";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"317110 Veríssimo";2;2;3;2;2;1;1;2;2;2;3;1;2;5
"317115 Vermelho Novo";1;1;1;1;1;1;1;1;-;-;-;-;1;-
"317120 Vespasiano";58;67;68;73;81;148;162;166;148;182;187;173;193;230
"317130 Viçosa";153;143;148;149;140;145;153;167;157;159;160;167;166;179
"317140 Vieiras";-;-;2;2;1;1;1;1;1;3;1;1;1;1
"317160 Virgem da Lapa";7;7;6;5;6;4;6;8;6;6;4;4;4;8
"317170 Virgínia";6;4;4;4;3;1;1;1;1;2;1;1;1;1
"317180 Virginópolis";7;5;6;6;6;6;6;5;7;7;10;12;14;9
"317190 Virgolândia";1;1;1;1;-;2;2;3;3;2;3;3;3;3
"317200 Visconde do Rio Branco";44;50;51;58;53;58;58;61;51;51;46;54;64;80
"317210 Volta Grande";2;2;2;3;2;4;4;4;4;4;2;1;1;2
"317220 Wenceslau Braz";4;4;4;4;4;5;2;2;1;1;1;1;1;1
"320010 Afonso Cláudio";16;21;22;20;28;30;28;34;33;33;33;27;29;33
"320016 Água Doce do Norte";5;5;4;5;7;3;1;4;1;2;3;-;-;-
"320013 Águia Branca";10;9;3;3;3;2;1;1;-;-;1;2;3;4
"320020 Alegre";18;17;29;28;33;36;48;40;38;42;48;50;37;37
"320030 Alfredo Chaves";17;19;18;7;7;5;6;5;11;10;9;4;7;7
"320035 Alto Rio Novo";1;1;1;2;2;5;7;7;6;6;5;6;7;6
"320040 Anchieta";25;27;40;38;38;33;32;44;42;38;46;47;50;48
"320050 Apiacá";9;11;10;7;4;4;3;3;3;4;10;9;7;7
"320060 Aracruz";45;68;70;69;57;68;75;84;94;90;79;80;124;162
"320070 Atilio Vivacqua";7;6;6;6;7;7;7;10;9;10;8;9;6;12
"320080 Baixo Guandu";19;12;13;11;13;14;18;20;18;13;19;16;17;28
"320090 Barra de São Francisco";66;57;54;53;41;29;32;29;31;32;36;25;41;46
"320100 Boa Esperança";11;15;15;14;11;17;12;15;17;18;23;14;14;16
"320110 Bom Jesus do Norte";8;7;9;6;5;4;5;7;6;8;8;6;7;9
"320115 Brejetuba";7;7;6;6;4;4;6;4;9;8;9;11;10;9
"320120 Cachoeiro de Itapemirim";194;264;268;288;279;300;299;326;315;299;315;274;277;311
"320130 Cariacica";215;174;229;239;202;238;242;258;198;217;172;206;269;298
"320140 Castelo";21;37;41;47;36;37;40;41;44;49;50;46;37;45
"320150 Colatina";146;206;198;196;175;170;160;155;135;151;150;150;138;159
"320160 Conceição da Barra";19;24;22;23;20;18;17;16;7;5;14;11;12;22
"320170 Conceição do Castelo";11;14;13;16;13;11;12;11;11;13;12;19;15;20
"320180 Divino de São Lourenço";8;3;2;2;2;4;7;4;1;1;1;-;1;1
"320190 Domingos Martins";39;43;55;52;35;36;34;39;60;96;99;120;137;66
"320200 Dores do Rio Preto";2;2;1;3;3;3;3;3;3;1;5;3;4;2
"320210 Ecoporanga";9;6;12;12;10;9;7;7;9;9;10;9;9;12
"320220 Fundão";7;9;10;11;10;12;10;8;8;9;14;14;23;22
"320225 Governador Lindenberg";14;15;15;12;11;12;7;8;10;13;19;16;11;14
"320230 Guaçuí";26;36;44;46;31;32;32;33;37;34;35;37;30;30
"320240 Guarapari";52;54;57;52;67;68;63;67;58;48;50;61;49;64
"320245 Ibatiba";17;18;19;18;11;25;23;24;29;30;36;31;35;38
"320250 Ibiraçu";11;7;11;11;10;8;11;14;13;12;13;10;9;8
"320255 Ibitirama";6;5;5;7;8;9;6;4;3;6;7;7;6;8
"320260 Iconha";8;10;8;12;6;8;8;8;10;7;6;9;15;22
"320265 Irupi";1;2;3;4;9;11;10;9;9;9;8;7;6;8
"320270 Itaguaçu";7;10;7;7;5;6;10;10;9;11;7;7;6;11
"320280 Itapemirim";23;39;39;43;40;32;33;36;37;45;31;39;27;43
"320290 Itarana";12;13;11;13;15;12;7;11;8;9;8;8;10;7
"320300 Iúna";13;17;16;17;12;19;23;21;24;22;28;29;24;26
"320305 Jaguaré";11;10;10;8;28;32;18;26;20;25;35;35;28;34
"320310 Jerônimo Monteiro";24;24;21;22;14;16;16;19;20;21;22;22;23;29
"320313 João Neiva";14;15;26;20;22;26;16;20;18;17;24;19;21;22
"320316 Laranja da Terra";10;12;14;9;9;9;10;10;12;9;10;11;21;22
"320320 Linhares";190;244;212;199;202;190;180;166;129;131;137;146;176;167
"320330 Mantenópolis";4;4;3;3;2;4;8;8;7;10;11;10;11;9
"320332 Marataízes";15;16;17;19;21;10;13;11;13;11;8;17;27;43
"320334 Marechal Floriano";14;12;8;9;9;12;16;14;13;10;14;14;11;14
"320335 Marilândia";8;10;8;8;11;7;8;12;10;10;12;14;14;18
"320340 Mimoso do Sul";42;30;33;38;22;25;27;22;21;22;17;40;27;31
"320350 Montanha";17;19;24;27;22;25;20;26;20;15;18;19;17;14
"320360 Mucurici";8;7;8;9;10;10;9;9;7;7;7;8;10;9
"320370 Muniz Freire";7;7;7;7;7;8;5;5;5;5;10;8;9;9
"320380 Muqui";5;4;10;10;9;8;8;9;9;7;3;10;9;9
"320390 Nova Venécia";50;45;60;49;51;52;54;52;48;53;61;66;60;57
"320400 Pancas";9;8;12;11;13;13;5;6;7;7;11;13;11;13
"320405 Pedro Canário";25;26;26;22;16;16;19;18;20;26;24;14;16;13
"320410 Pinheiros";18;23;26;31;31;34;28;29;31;29;34;28;28;28
"320420 Piúma";11;13;16;11;8;16;17;12;14;14;15;17;27;19
"320425 Ponto Belo";4;5;5;5;5;6;5;3;2;2;3;1;3;3
"320430 Presidente Kennedy";9;10;10;11;7;6;13;13;19;17;10;11;24;18
"320435 Rio Bananal";5;7;9;9;9;9;10;7;7;8;9;9;8;9
"320440 Rio Novo do Sul";2;4;4;4;4;10;11;9;9;8;6;2;6;12
"320450 Santa Leopoldina";8;8;12;7;9;10;8;11;8;8;10;6;11;11
"320455 Santa Maria de Jetibá";23;24;29;25;34;34;23;26;23;18;26;21;18;22
"320460 Santa Teresa";23;28;26;26;26;25;26;22;42;42;44;45;53;49
"320465 São Domingos do Norte";8;8;5;3;3;2;3;4;3;3;4;4;6;7
"320470 São Gabriel da Palha";30;25;28;31;36;33;33;44;39;45;17;39;33;42
"320480 São José do Calçado";12;12;12;21;19;16;14;10;9;12;14;14;10;15
"320490 São Mateus";88;93;84;87;85;99;131;114;127;137;141;157;140;175
"320495 São Roque do Canaã";10;7;6;6;12;13;11;11;10;12;12;11;8;12
"320500 Serra";232;267;276;259;273;305;394;490;416;448;489;522;496;590
"320501 Sooretama";2;3;7;7;10;10;10;14;16;5;15;9;5;8
"320503 Vargem Alta";18;17;16;17;8;15;18;21;21;22;19;21;18;24
"320506 Venda Nova do Imigrante";32;41;44;43;44;54;56;58;52;45;38;34;39;56
"320510 Viana";26;27;45;54;46;44;49;40;33;42;32;26;74;70
"320515 Vila Pavão";7;7;8;8;7;6;8;9;7;6;5;5;5;7
"320517 Vila Valério";9;8;8;4;10;11;9;7;8;6;13;13;13;11
"320520 Vila Velha";292;455;534;606;542;524;506;419;331;447;473;502;463;581
"320530 Vitória";544;579;597;596;609;567;564;555;589;620;624;605;666;752
"330010 Angra dos Reis";181;191;178;204;202;208;210;215;229;232;211;214;183;308
"330015 Aperibé";10;10;10;11;13;15;10;8;8;8;12;12;12;14
"330020 Araruama";37;55;67;83;78;92;115;90;92;80;42;43;67;103
"330022 Areal";11;7;9;9;7;7;10;8;11;12;15;16;15;20
"330023 Armação dos Búzios";19;18;22;29;47;45;45;46;44;40;42;45;42;64
"330025 Arraial do Cabo";16;16;7;7;12;19;28;28;26;25;23;17;17;17
"330030 Barra do Piraí";79;120;124;134;122;118;133;120;120;117;122;127;122;98
"330040 Barra Mansa";112;152;218;223;190;188;159;212;205;196;170;236;223;305
"330045 Belford Roxo";114;176;161;191;162;173;174;242;258;240;114;145;126;161
"330050 Bom Jardim";11;15;9;10;10;14;11;11;16;17;14;17;16;18
"330060 Bom Jesus do Itabapoana";90;74;82;79;62;66;56;58;56;55;58;51;53;67
"330070 Cabo Frio";134;142;243;244;244;266;257;275;261;258;250;273;298;296
"330080 Cachoeiras de Macacu";51;53;59;89;95;95;104;107;104;92;84;36;43;41
"330090 Cambuci";20;15;15;17;23;27;39;26;28;29;24;25;22;24
"330100 Campos dos Goytacazes";347;481;547;608;590;610;601;608;584;591;644;703;718;769
"330110 Cantagalo";21;13;17;17;16;21;19;17;20;16;16;16;19;23
"330093 Carapebus";12;13;13;12;11;10;17;16;11;10;17;13;16;22
"330115 Cardoso Moreira";16;21;15;14;14;15;11;11;11;10;11;16;18;18
"330120 Carmo";41;41;51;44;39;36;40;37;28;29;28;26;26;28
"330130 Casimiro de Abreu";46;57;70;49;49;54;31;45;50;32;36;29;21;26
"330095 Comendador Levy Gasparian";9;9;8;4;4;2;3;4;5;3;8;6;8;11
"330140 Conceição de Macabu";40;21;29;20;17;18;19;18;14;25;26;21;24;30
"330150 Cordeiro";20;26;32;24;24;34;36;28;25;25;31;23;19;27
"330160 Duas Barras";28;11;17;17;19;27;18;18;18;14;21;19;16;20
"330170 Duque de Caxias";429;418;617;604;537;568;563;718;698;665;598;585;543;818
"330180 Engenheiro Paulo de Frontin";24;24;19;21;19;16;16;17;17;16;7;13;18;20
"330185 Guapimirim";20;14;23;19;34;27;40;41;30;40;30;37;39;47
"330187 Iguaba Grande";14;14;18;18;15;14;19;19;19;17;16;23;20;48
"330190 Itaboraí";121;97;152;216;204;229;208;199;205;189;167;162;131;178
"330200 Itaguaí";103;162;163;160;125;128;161;135;117;129;111;100;99;154
"330205 Italva";24;19;16;16;15;14;15;16;17;22;19;17;13;17
"330210 Itaocara";62;66;46;45;46;51;47;48;47;55;45;44;42;47
"330220 Itaperuna";75;122;126;128;121;138;189;194;161;174;222;196;216;241
"330225 Itatiaia";46;44;44;34;26;23;32;38;41;42;37;37;34;40
"330227 Japeri";57;50;58;60;53;42;38;43;28;27;38;43;44;58
"330230 Laje do Muriaé";11;12;12;5;9;8;6;6;8;10;9;7;4;5
"330240 Macaé";212;240;262;277;275;347;367;371;333;342;278;351;355;396
"330245 Macuco";10;4;4;4;4;4;8;7;7;7;9;9;8;13
"330250 Magé";108;107;104;108;79;103;79;121;108;144;140;112;97;122
"330260 Mangaratiba";42;57;56;63;101;120;131;51;77;91;77;75;55;50
"330270 Maricá";47;65;82;89;89;89;105;129;98;103;124;121;119;189
"330280 Mendes";34;31;20;22;23;26;19;22;17;21;19;18;8;18
"330285 Mesquita";63;72;64;65;80;133;106;110;110;113;87;98;67;133
"330290 Miguel Pereira";29;48;47;40;37;36;39;42;46;45;40;41;35;39
"330300 Miracema";26;48;50;48;43;55;56;54;55;56;60;57;52;51
"330310 Natividade";13;9;11;13;10;11;10;11;10;9;14;16;15;18
